patient,channel,category,n_samples,n_saturated,pct_saturated
nfle32,P3-O1,EEG,16727040,0,0.0
nfle32,F7-T3,EEG,16727040,0,0.0
nfle32,C4-A1,EEG,16727040,61,0.0004
nfle32,ROC-LOC,EOG,16727040,0,0.0
nfle32,EMG1-EMG2,EMG,16727040,0,0.0
nfle32,ECG1-ECG2,ECG,16727040,1017,0.0061
nfle32,DX1-DX2,OTHER,16727040,8,0.0
nfle32,SX1-SX2,OTHER,16727040,0,0.0
nfle32,SAO2,OXYGEN,16727040,16727023,99.9999
nfle32,HR,UNKNOWN,16727040,16726997,99.9997
nfle32,PLETH,OXYGEN,16727040,16658687,99.5914
nfle32,STAT,UNKNOWN,16727040,3704218,22.1451
nfle33,POSITION,OTHER,15897600,15897561,99.9998
nfle33,DX1,UNKNOWN,15897600,253524,1.5947
nfle33,DX2,UNKNOWN,15897600,207376,1.3044
nfle33,MIC,OTHER,15897600,0,0.0
nfle33,C3,UNKNOWN,15897600,40,0.0003
nfle33,C4,UNKNOWN,15897600,42,0.0003
nfle33,ECG1,UNKNOWN,15897600,888,0.0056
nfle33,ECG2,UNKNOWN,15897600,7026,0.0442
nfle33,A1,UNKNOWN,15897600,41193,0.2591
nfle33,A2,UNKNOWN,15897600,0,0.0
nfle33,ROC,UNKNOWN,15897600,338,0.0021
nfle33,LOC,UNKNOWN,15897600,2163,0.0136
nfle33,O1,UNKNOWN,15897600,44,0.0003
nfle33,O2,UNKNOWN,15897600,118,0.0007
nfle33,EMG1,UNKNOWN,15897600,828,0.0052
nfle33,EMG2,UNKNOWN,15897600,10985,0.0691
nfle33,FP2,UNKNOWN,15897600,48,0.0003
nfle33,F4,UNKNOWN,15897600,0,0.0
nfle33,P4,UNKNOWN,15897600,1176,0.0074
nfle33,FP1,UNKNOWN,15897600,41,0.0003
nfle33,F3,UNKNOWN,15897600,42,0.0003
nfle33,P3,UNKNOWN,15897600,43,0.0003
nfle33,F8,UNKNOWN,15897600,49,0.0003
nfle33,T4,UNKNOWN,15897600,38,0.0002
nfle33,T6,UNKNOWN,15897600,359,0.0023
nfle33,F7,UNKNOWN,15897600,43,0.0003
nfle33,T5,UNKNOWN,15897600,32,0.0002
nfle33,T3,UNKNOWN,15897600,37,0.0002
nfle33,SX1,UNKNOWN,15897600,234278,1.4737
nfle33,SX2,UNKNOWN,15897600,226838,1.4269
nfle33,TORACE,THORAX,15897600,0,0.0
nfle33,ADDOME,ABDOMEN,15897600,0,0.0
nfle33,STAT,UNKNOWN,15897600,5858954,36.8543
nfle33,HR,UNKNOWN,15897600,15897585,99.9999
nfle33,SAO2,OXYGEN,15897600,15897589,99.9999
nfle33,PLETH,OXYGEN,15897600,15840544,99.6411
nfle34,FP2-F4,EEG,15744000,0,0.0
nfle34,F4-C4,EEG,15744000,0,0.0
nfle34,C4-P4,EEG,15744000,0,0.0
nfle34,P4-O2,EEG,15744000,0,0.0
nfle34,F8-T4,EEG,15744000,68244,0.4335
nfle34,T4-T6,EEG,15744000,68364,0.4342
nfle34,FP1-F3,EEG,15744000,0,0.0
nfle34,F3-C3,EEG,15744000,0,0.0
nfle34,C3-P3,EEG,15744000,0,0.0
nfle34,P3-O1,EEG,15744000,0,0.0
nfle34,F7-T3,EEG,15744000,0,0.0
nfle34,T3-T5,EEG,15744000,0,0.0
nfle34,C4-A1,EEG,15744000,0,0.0
nfle34,ROC-LOC,EOG,15744000,0,0.0
nfle34,EMG1-EMG2,EMG,15744000,0,0.0
nfle34,ECG1-ECG2,ECG,15744000,0,0.0
nfle34,DX1-DX2,OTHER,15744000,0,0.0
nfle34,SX1-SX2,OTHER,15744000,0,0.0
nfle34,SAO2,OXYGEN,15744000,15743996,100.0
nfle34,HR,UNKNOWN,15744000,15743998,100.0
nfle34,PLETH,OXYGEN,15744000,15676235,99.5696
nfle34,STAT,UNKNOWN,15744000,5684255,36.1043
nfle35,FP2-F4,EEG,15436800,60,0.0004
nfle35,F4-C4,EEG,15436800,0,0.0
nfle35,C4-P4,EEG,15436800,0,0.0
nfle35,P4-O2,EEG,15436800,63,0.0004
nfle35,F8-T4,EEG,15436800,0,0.0
nfle35,T4-T6,EEG,15436800,0,0.0
nfle35,FP1-F3,EEG,15436800,48,0.0003
nfle35,F3-C3,EEG,15436800,1,0.0
nfle35,C3-P3,EEG,15436800,0,0.0
nfle35,P3-O1,EEG,15436800,0,0.0
nfle35,F7-T3,EEG,15436800,0,0.0
nfle35,T3-T5,EEG,15436800,0,0.0
nfle35,C4-A1,EEG,15436800,0,0.0
nfle35,ROC-LOC,EOG,15436800,2048,0.0133
nfle35,EMG1-EMG2,EMG,15436800,2,0.0
nfle35,ECG1-ECG2,ECG,15436800,53007,0.3434
nfle35,DX1-DX2,OTHER,15436800,10817,0.0701
nfle35,SX1-SX2,OTHER,15436800,53,0.0003
nfle35,SAO2,OXYGEN,15436800,15436181,99.996
nfle35,HR,UNKNOWN,15436800,15436311,99.9968
nfle35,PLETH,OXYGEN,15436800,15378901,99.6249
nfle35,STAT,UNKNOWN,15436800,7349546,47.6106
nfle36,FP2-F4,EEG,17019392,0,0.0
nfle36,F4-C4,EEG,17019392,0,0.0
nfle36,C4-P4,EEG,17019392,296,0.0017
nfle36,P4-O2,EEG,17019392,0,0.0
nfle36,F8-T4,EEG,17019392,0,0.0
nfle36,T4-T6,EEG,17019392,295,0.0017
nfle36,FP1-F3,EEG,17019392,0,0.0
nfle36,F3-C3,EEG,17019392,18,0.0001
nfle36,C3-P3,EEG,17019392,62,0.0004
nfle36,P3-O1,EEG,17019392,103,0.0006
nfle36,F7-T3,EEG,17019392,0,0.0
nfle36,T3-T5,EEG,17019392,0,0.0
nfle36,C4-A1,EEG,17019392,459,0.0027
nfle36,ROC-LOC,EOG,17019392,517,0.003
nfle36,EMG1-EMG2,EMG,17019392,0,0.0
nfle36,ECG1-ECG2,ECG,17019392,864,0.0051
nfle36,DX1-DX2,OTHER,17019392,967,0.0057
nfle36,SX1-SX2,OTHER,17019392,16,0.0001
nfle36,SAO2,OXYGEN,17019392,17019339,99.9997
nfle36,HR,UNKNOWN,17019392,17019333,99.9997
nfle36,PLETH,OXYGEN,17019392,16942424,99.5478
nfle36,STAT,UNKNOWN,17019392,6123376,35.9788
nfle37,FP2-F4,EEG,15468032,0,0.0
nfle37,F4-C4,EEG,15468032,0,0.0
nfle37,C4-P4,EEG,15468032,0,0.0
nfle37,P4-O2,EEG,15468032,0,0.0
nfle37,F8-T4,EEG,15468032,45,0.0003
nfle37,T4-T6,EEG,15468032,199,0.0013
nfle37,FP1-F3,EEG,15468032,75,0.0005
nfle37,F3-C3,EEG,15468032,0,0.0
nfle37,C3-P3,EEG,15468032,0,0.0
nfle37,P3-O1,EEG,15468032,0,0.0
nfle37,F7-T3,EEG,15468032,45,0.0003
nfle37,T3-T5,EEG,15468032,0,0.0
nfle37,C4-A1,EEG,15468032,0,0.0
nfle37,ROC-LOC,EOG,15468032,32,0.0002
nfle37,EMG1-EMG2,EMG,15468032,0,0.0
nfle37,ECG1-ECG2,ECG,15468032,23,0.0001
nfle37,DX1-DX2,OTHER,15468032,0,0.0
nfle37,SX1-SX2,OTHER,15468032,0,0.0
nfle37,SAO2,OXYGEN,15468032,15468032,100.0
nfle37,HR,UNKNOWN,15468032,15468031,100.0
nfle37,PLETH,OXYGEN,15468032,15425033,99.722
nfle37,STAT,UNKNOWN,15468032,2307426,14.9174
nfle37,MIC,OTHER,15468032,0,0.0
nfle38,FP2-F4,EEG,17326592,0,0.0
nfle38,F4-C4,EEG,17326592,80,0.0005
nfle38,C4-P4,EEG,17326592,76,0.0004
nfle38,P4-O2,EEG,17326592,175,0.001
nfle38,F8-T4,EEG,17326592,17,0.0001
nfle38,T4-T6,EEG,17326592,0,0.0
nfle38,FP1-F3,EEG,17326592,0,0.0
nfle38,F3-C3,EEG,17326592,0,0.0
nfle38,C3-P3,EEG,17326592,27,0.0002
nfle38,P3-O1,EEG,17326592,0,0.0
nfle38,F7-T3,EEG,17326592,0,0.0
nfle38,T3-T5,EEG,17326592,0,0.0
nfle38,C4-A1,EEG,17326592,91,0.0005
nfle38,ROC-LOC,EOG,17326592,0,0.0
nfle38,EMG1-EMG2,EMG,17326592,38,0.0002
nfle38,ECG1-ECG2,ECG,17326592,325,0.0019
nfle38,DX1-DX2,OTHER,17326592,2,0.0
nfle38,SX1-SX2,OTHER,17326592,0,0.0
nfle38,SAO2,OXYGEN,17326592,17326570,99.9999
nfle38,HR,UNKNOWN,17326592,17326553,99.9998
nfle38,PLETH,OXYGEN,17326592,17256173,99.5936
nfle38,STAT,UNKNOWN,17326592,8714569,50.2959
nfle39,FP2-F4,EEG,15436800,0,0.0
nfle39,F4-C4,EEG,15436800,0,0.0
nfle39,C4-P4,EEG,15436800,0,0.0
nfle39,P4-O2,EEG,15436800,0,0.0
nfle39,F8-T4,EEG,15436800,0,0.0
nfle39,T4-T6,EEG,15436800,0,0.0
nfle39,FP1-F3,EEG,15436800,0,0.0
nfle39,F3-C3,EEG,15436800,0,0.0
nfle39,C3-P3,EEG,15436800,0,0.0
nfle39,P3-O1,EEG,15436800,0,0.0
nfle39,F7-T3,EEG,15436800,0,0.0
nfle39,T3-T5,EEG,15436800,0,0.0
nfle39,C4-A1,EEG,15436800,0,0.0
nfle39,ROC-LOC,EOG,15436800,0,0.0
nfle39,EMG1-EMG2,EMG,15436800,285,0.0018
nfle39,ECG1-ECG2,ECG,15436800,14,0.0001
nfle39,DX1-DX2,OTHER,15436800,2,0.0
nfle39,SX1-SX2,OTHER,15436800,0,0.0
nfle39,SAO2,OXYGEN,15436800,15436800,100.0
nfle39,HR,UNKNOWN,15436800,15436800,100.0
nfle39,PLETH,OXYGEN,15436800,15396829,99.7411
nfle39,STAT,UNKNOWN,15436800,870117,5.6366
nfle4,FP2-F4,EEG,17756160,0,0.0
nfle4,F4-C4,EEG,17756160,0,0.0
nfle4,C4-P4,EEG,17756160,0,0.0
nfle4,P4-O2,EEG,17756160,0,0.0
nfle4,F8-T4,EEG,17756160,0,0.0
nfle4,T4-T6,EEG,17756160,0,0.0
nfle4,FP1-F3,EEG,17756160,0,0.0
nfle4,F3-C3,EEG,17756160,0,0.0
nfle4,C3-P3,EEG,17756160,0,0.0
nfle4,P3-O1,EEG,17756160,0,0.0
nfle4,F7-T3,EEG,17756160,0,0.0
nfle4,T3-T5,EEG,17756160,0,0.0
nfle4,C4-A1,EEG,17756160,1160,0.0065
nfle4,ROC-LOC,EOG,17756160,6,0.0
nfle4,EMG1-EMG2,EMG,17756160,8,0.0
nfle4,ECG1-ECG2,ECG,17756160,16417,0.0925
nfle4,DX1-DX2,OTHER,17756160,570,0.0032
nfle4,SX1-SX2,OTHER,17756160,1,0.0
nfle4,SAO2,OXYGEN,17756160,17756154,100.0
nfle4,HR,UNKNOWN,17756160,17756154,100.0
nfle4,PLETH,OXYGEN,17756160,17695967,99.661
nfle4,STAT,UNKNOWN,17756160,6043993,34.0389
nfle4,MIC,OTHER,17756160,0,0.0
nfle40,FP2-F4,EEG,16865280,0,0.0
nfle40,F4-C4,EEG,16865280,205,0.0012
nfle40,C4-P4,EEG,16865280,81,0.0005
nfle40,P4-O2,EEG,16865280,0,0.0
nfle40,F8-T4,EEG,16865280,0,0.0
nfle40,T4-T6,EEG,16865280,0,0.0
nfle40,FP1-F3,EEG,16865280,0,0.0
nfle40,F3-C3,EEG,16865280,0,0.0
nfle40,C3-P3,EEG,16865280,0,0.0
nfle40,P3-O1,EEG,16865280,0,0.0
nfle40,F7-T3,EEG,16865280,0,0.0
nfle40,T3-T5,EEG,16865280,0,0.0
nfle40,C4-A1,EEG,16865280,79,0.0005
nfle40,ROC-LOC,EOG,16865280,0,0.0
nfle40,EMG1-EMG2,EMG,16865280,4,0.0
nfle40,ECG1-ECG2,ECG,16865280,4163,0.0247
nfle40,DX1-DX2,OTHER,16865280,0,0.0
nfle40,SX1-SX2,OTHER,16865280,0,0.0
nfle40,SAO2,OXYGEN,16865280,16865277,100.0
nfle40,HR,UNKNOWN,16865280,16865276,100.0
nfle40,PLETH,OXYGEN,16865280,16793680,99.5755
nfle40,STAT,UNKNOWN,16865280,2440517,14.4707
nfle5,FP2-F4,EEG,16972800,0,0.0
nfle5,F4-C4,EEG,16972800,0,0.0
nfle5,C4-P4,EEG,16972800,0,0.0
nfle5,P4-O2,EEG,16972800,0,0.0
nfle5,F8-T4,EEG,16972800,0,0.0
nfle5,T4-T6,EEG,16972800,0,0.0
nfle5,FP1-F3,EEG,16972800,0,0.0
nfle5,F3-C3,EEG,16972800,0,0.0
nfle5,C3-P3,EEG,16972800,0,0.0
nfle5,P3-O1,EEG,16972800,0,0.0
nfle5,F7-T3,EEG,16972800,0,0.0
nfle5,T3-T5,EEG,16972800,0,0.0
nfle5,C4-A1,EEG,16972800,0,0.0
nfle5,ROC-LOC,EOG,16972800,31,0.0002
nfle5,EMG1-EMG2,EMG,16972800,0,0.0
nfle5,ECG1-ECG2,ECG,16972800,781,0.0046
nfle5,DX1-DX2,OTHER,16972800,0,0.0
nfle5,SX1-SX2,OTHER,16972800,0,0.0
nfle5,SAO2,OXYGEN,16972800,16972788,99.9999
nfle5,HR,UNKNOWN,16972800,16972789,99.9999
nfle5,PLETH,OXYGEN,16972800,16882307,99.4668
nfle5,STAT,UNKNOWN,16972800,5057032,29.7949
nfle6,FP2-F4,EEG,6873856,0,0.0
nfle6,F4-C4,EEG,6873856,0,0.0
nfle6,C4-P4,EEG,6873856,0,0.0
nfle6,P4-O2,EEG,6873856,0,0.0
nfle6,F8-T4,EEG,6873856,0,0.0
nfle6,T4-T6,EEG,6873856,0,0.0
nfle6,FP1-F3,EEG,6873856,0,0.0
nfle6,F3-C3,EEG,6873856,0,0.0
nfle6,C3-P3,EEG,6873856,0,0.0
nfle6,P3-O1,EEG,6873856,0,0.0
nfle6,F7-T3,EEG,6873856,0,0.0
nfle6,T3-T5,EEG,6873856,0,0.0
nfle6,C4-A1,EEG,6873856,0,0.0
nfle6,ROC-LOC,EOG,6873856,0,0.0
nfle6,EMG1-EMG2,EMG,6873856,0,0.0
nfle6,ECG1-ECG2,ECG,6873856,0,0.0
nfle6,DX1-DX2,OTHER,6873856,0,0.0
nfle6,SX1-SX2,OTHER,6873856,0,0.0
nfle6,SAO2,OXYGEN,6873856,6873600,99.9963
nfle6,HR,UNKNOWN,6873856,6873600,99.9963
nfle6,PLETH,OXYGEN,6873856,6841025,99.5224
nfle6,OX STATUS,OXYGEN,6873856,15528,0.2259
nfle6,MIC,OTHER,6873856,0,0.0
nfle7,FP2-F4,EEG,17495040,0,0.0
nfle7,F4-C4,EEG,17495040,0,0.0
nfle7,C4-P4,EEG,17495040,0,0.0
nfle7,P4-O2,EEG,17495040,0,0.0
nfle7,F8-T4,EEG,17495040,0,0.0
nfle7,T4-T6,EEG,17495040,0,0.0
nfle7,FP1-F3,EEG,17495040,0,0.0
nfle7,F3-C3,EEG,17495040,0,0.0
nfle7,C3-P3,EEG,17495040,0,0.0
nfle7,P3-O1,EEG,17495040,0,0.0
nfle7,F7-T3,EEG,17495040,0,0.0
nfle7,T3-T5,EEG,17495040,0,0.0
nfle7,C4-A1,EEG,17495040,0,0.0
nfle7,ROC-LOC,EOG,17495040,1220,0.007
nfle7,EMG1-EMG2,EMG,17495040,0,0.0
nfle7,ECG1-ECG2,ECG,17495040,0,0.0
nfle7,DX1-DX2,OTHER,17495040,0,0.0
nfle7,SX1-SX2,OTHER,17495040,743,0.0042
nfle7,SAO2,OXYGEN,17495040,17495036,100.0
nfle7,HR,UNKNOWN,17495040,17495033,100.0
nfle7,PLETH,OXYGEN,17495040,17424711,99.598
nfle7,STAT,UNKNOWN,17495040,2843559,16.2535
nfle8,FP2-F4,EEG,7357440,67,0.0009
nfle8,F4-C4,EEG,7357440,55,0.0007
nfle8,C4-P4,EEG,7357440,31,0.0004
nfle8,P4-O2,EEG,7357440,25,0.0003
nfle8,F8-T4,EEG,7357440,57,0.0008
nfle8,T4-T6,EEG,7357440,62,0.0008
nfle8,FP1-F3,EEG,7357440,60,0.0008
nfle8,F3-C3,EEG,7357440,65,0.0009
nfle8,C3-P3,EEG,7357440,64,0.0009
nfle8,P3-O1,EEG,7357440,52,0.0007
nfle8,F7-T3,EEG,7357440,65,0.0009
nfle8,T3-T5,EEG,7357440,29,0.0004
nfle8,C4-A1,EEG,7357440,67,0.0009
nfle8,ROC-LOC,EOG,7357440,46,0.0006
nfle8,EMG1-EMG2,EMG,7357440,0,0.0
nfle8,ECG1-ECG2,ECG,7357440,184062,2.5017
nfle8,TIB SX,UNKNOWN,7357440,11213,0.1524
nfle8,TIB DX,UNKNOWN,7357440,12651,0.1719
nfle8,SAO2,OXYGEN,7357440,7357432,99.9999
nfle8,HR,UNKNOWN,7357440,7357428,99.9998
nfle8,PLETH,OXYGEN,7357440,7320783,99.5018
nfle8,STAT,UNKNOWN,7357440,2822753,38.366
nfle9,FP2-F4,EEG,23316480,0,0.0
nfle9,F4-C4,EEG,23316480,0,0.0
nfle9,C4-P4,EEG,23316480,0,0.0
nfle9,P4-O2,EEG,23316480,0,0.0
nfle9,FP1-F3,EEG,23316480,0,0.0
nfle9,F3-C3,EEG,23316480,24,0.0001
nfle9,C3-P3,EEG,23316480,22,0.0001
nfle9,P3-O1,EEG,23316480,0,0.0
nfle9,C4-A1,EEG,23316480,27,0.0001
nfle9,ROC-LOC,EOG,23316480,359,0.0015
nfle9,EMG1-EMG2,EMG,23316480,0,0.0
nfle9,ECG1-ECG2,ECG,23316480,2294,0.0098
nfle9,DX1-DX2,OTHER,23316480,33,0.0001
nfle9,SX1-SX2,OTHER,23316480,0,0.0
nfle9,SAO2,OXYGEN,23316480,23316419,99.9997
nfle9,HR,UNKNOWN,23316480,23316400,99.9997
nfle9,PLETH,OXYGEN,23316480,23244482,99.6912
nfle9,STAT,UNKNOWN,23316480,5468228,23.4522
plm1,FP2-F4,EEG,10106880,66,0.0007
plm1,F4-C4,EEG,10106880,65,0.0006
plm1,C4-P4,EEG,10106880,17,0.0002
plm1,P4-O2,EEG,10106880,14,0.0001
plm1,FP1-F3,EEG,10106880,0,0.0
plm1,F3-C3,EEG,10106880,0,0.0
plm1,C3-P3,EEG,10106880,0,0.0
plm1,P3-O1,EEG,10106880,0,0.0
plm1,C4-A1,EEG,10106880,41,0.0004
plm1,ROC-LOC,EOG,10106880,9,0.0001
plm1,EMG1-EMG2,EMG,10106880,25,0.0002
plm1,ECG1-ECG2,ECG,10106880,19954,0.1974
plm1,FLUSSO-0,UNKNOWN,10106880,7065438,69.9072
plm1,TIB SX,UNKNOWN,10106880,641106,6.3433
plm1,TIB DX,UNKNOWN,10106880,841653,8.3275
plm1,SAO2,OXYGEN,10106880,10106871,99.9999
plm1,HR,UNKNOWN,10106880,10106867,99.9999
plm1,PLETH,OXYGEN,10106880,10050634,99.4435
plm1,MIC,OTHER,10106880,0,0.0
plm1,STAT,UNKNOWN,10106880,3484617,34.4777
plm1,POSITION,OTHER,10106880,10106811,99.9993
plm1,FLUSSO-1,UNKNOWN,10106880,7065438,69.9072
plm1,TORACE,THORAX,10106880,1393738,13.79
plm1,ADDDOME,ABDOMEN,10106880,5261464,52.0582
plm10,FP2-F4,EEG,15421440,138,0.0009
plm10,F4-C4,EEG,15421440,872,0.0057
plm10,C4-P4,EEG,15421440,1105,0.0072
plm10,P4-O2,EEG,15421440,592,0.0038
plm10,FP1-F3,EEG,15421440,141,0.0009
plm10,F3-C3,EEG,15421440,3888,0.0252
plm10,C3-P3,EEG,15421440,4063,0.0263
plm10,P3-O1,EEG,15421440,846,0.0055
plm10,C4-A1,EEG,15421440,896,0.0058
plm10,ROC-LOC,EOG,15421440,240,0.0016
plm10,EMG1-EMG2,EMG,15421440,323,0.0021
plm10,ECG1-ECG2,ECG,15421440,147,0.001
plm10,DX1-DX2,OTHER,15421440,1709,0.0111
plm10,SX1-SX2,OTHER,15421440,59,0.0004
plm10,TORACE,THORAX,15421440,3712527,24.0738
plm10,ADDOME,ABDOMEN,15421440,2579983,16.7298
plm10,SAO2,OXYGEN,15421440,15420366,99.993
plm10,HR,UNKNOWN,15421440,15419385,99.9867
plm10,PLETH,OXYGEN,15421440,15313326,99.2989
plm10,STAT,UNKNOWN,15421440,8762277,56.8188
plm2,FP2-F4,EEG,13870080,0,0.0
plm2,F4-C4,EEG,13870080,0,0.0
plm2,C4-P4,EEG,13870080,0,0.0
plm2,P4-O2,EEG,13870080,0,0.0
plm2,FP1-F3,EEG,13870080,0,0.0
plm2,F3-C3,EEG,13870080,0,0.0
plm2,C3-P3,EEG,13870080,0,0.0
plm2,P3-O1,EEG,13870080,0,0.0
plm2,C4-A1,EEG,13870080,0,0.0
plm2,ROC-LOC,EOG,13870080,46,0.0003
plm2,EMG1-EMG2,EMG,13870080,0,0.0
plm2,ECG1-ECG2,ECG,13870080,4245,0.0306
plm2,DX1-DX2,OTHER,13870080,0,0.0
plm2,SX1-SX2,OTHER,13870080,0,0.0
plm2,SAO2,OXYGEN,13870080,13870057,99.9998
plm2,HR,UNKNOWN,13870080,13870041,99.9997
plm2,PLETH,OXYGEN,13870080,13804068,99.5241
plm2,STAT,UNKNOWN,13870080,4099200,29.5543
plm3,FP2-F4,EEG,12902400,0,0.0
plm3,F4-C4,EEG,12902400,0,0.0
plm3,C4-P4,EEG,12902400,0,0.0
plm3,P4-O2,EEG,12902400,0,0.0
plm3,FP1-F3,EEG,12902400,0,0.0
plm3,F3-C3,EEG,12902400,0,0.0
plm3,C3-P3,EEG,12902400,0,0.0
plm3,P3-O1,EEG,12902400,0,0.0
plm3,C4-A1,EEG,12902400,0,0.0
plm3,ROC-LOC,EOG,12902400,0,0.0
plm3,EMG1-EMG2,EMG,12902400,0,0.0
plm3,ECG1-ECG2,ECG,12902400,985,0.0076
plm3,DX1-DX2,OTHER,12902400,1,0.0
plm3,SX1-SX2,OTHER,12902400,0,0.0
plm3,T4-T6,EEG,12902400,238,0.0018
plm3,T3-T5,EEG,12902400,677,0.0052
plm3,SAO2,OXYGEN,12902400,12902389,99.9999
plm3,HR,UNKNOWN,12902400,12902376,99.9998
plm3,PLETH,OXYGEN,12902400,12818189,99.3473
plm3,STAT,UNKNOWN,12902400,7914461,61.341
plm4,ROC-LOC,EOG,21396480,62,0.0003
plm4,FP2-F4,EEG,21396480,77,0.0004
plm4,F4-C4,EEG,21396480,345,0.0016
plm4,C4-P4,EEG,21396480,386,0.0018
plm4,P4-O2,EEG,21396480,554,0.0026
plm4,C4-A1,EEG,21396480,361,0.0017
plm4,EMG1-EMG2,EMG,21396480,4475,0.0209
plm4,ECG1-ECG2,ECG,21396480,20925,0.0978
plm4,DX1-DX2,OTHER,21396480,646,0.003
plm4,SX1-SX2,OTHER,21396480,167,0.0008
plm4,TORACE,THORAX,21396480,4679700,21.8714
plm4,ADDOME,ABDOMEN,21396480,11076208,51.7665
plm5,ROC-LOC,EOG,21857280,3468,0.0159
plm5,FP2-F4,EEG,21857280,0,0.0
plm5,F4-C4,EEG,21857280,0,0.0
plm5,C4-P4,EEG,21857280,0,0.0
plm5,P4-O2,EEG,21857280,69,0.0003
plm5,C4-A1,EEG,21857280,0,0.0
plm5,EMG1-EMG2,EMG,21857280,52,0.0002
plm5,ECG1-ECG2,ECG,21857280,6723,0.0308
plm5,DX1-DX2,OTHER,21857280,5910,0.027
plm5,SX1-SX2,OTHER,21857280,186357,0.8526
plm5,F8-T4,EEG,21857280,0,0.0
plm5,F7-T3,EEG,21857280,0,0.0
plm5,TORACE,THORAX,21857280,5671006,25.9456
plm5,ADDOME,ABDOMEN,21857280,3349912,15.3263
plm5,SAO2,OXYGEN,21857280,21857078,99.9991
plm5,HR,UNKNOWN,21857280,21857103,99.9992
plm5,PLETH,OXYGEN,21857280,21771275,99.6065
plm5,STAT,UNKNOWN,21857280,10841731,49.6024
plm6,FP2-F4,EEG,19415040,0,0.0
plm6,F4-C4,EEG,19415040,0,0.0
plm6,C4-P4,EEG,19415040,0,0.0
plm6,P4-O2,EEG,19415040,0,0.0
plm6,FP1-F3,EEG,19415040,0,0.0
plm6,F3-C3,EEG,19415040,0,0.0
plm6,C3-P3,EEG,19415040,0,0.0
plm6,P3-O1,EEG,19415040,0,0.0
plm6,C4-A1,EEG,19415040,0,0.0
plm6,ROC-LOC,EOG,19415040,0,0.0
plm6,EMG1-EMG2,EMG,19415040,1611,0.0083
plm6,ECG1-ECG2,ECG,19415040,803,0.0041
plm6,DX1-DX2,OTHER,19415040,46,0.0002
plm6,SX1-SX2,OTHER,19415040,0,0.0
plm6,SAO2,OXYGEN,19415040,19414893,99.9992
plm6,HR,UNKNOWN,19415040,19414832,99.9989
plm6,PLETH,OXYGEN,19415040,19333563,99.5803
plm6,STAT,UNKNOWN,19415040,13026317,67.0939
plm7,FP2-F4,EEG,16158720,0,0.0
plm7,F4-C4,EEG,16158720,0,0.0
plm7,C4-P4,EEG,16158720,0,0.0
plm7,P4-O2,EEG,16158720,0,0.0
plm7,C4-A1,EEG,16158720,0,0.0
plm7,ROC-LOC,EOG,16158720,144,0.0009
plm7,EMG1-EMG2,EMG,16158720,0,0.0
plm7,ECG1-ECG2,ECG,16158720,553,0.0034
plm7,DX1-DX2,OTHER,16158720,0,0.0
plm7,SX1-SX2,OTHER,16158720,0,0.0
plm7,SAO2,OXYGEN,16158720,16158668,99.9997
plm7,HR,UNKNOWN,16158720,16158672,99.9997
plm7,PLETH,OXYGEN,16158720,16068393,99.441
plm7,STAT,UNKNOWN,16158720,6814667,42.1733
plm8,ROC-LOC,EOG,14116352,0,0.0
plm8,FP2-F4,EEG,14116352,0,0.0
plm8,F4-C4,EEG,14116352,0,0.0
plm8,C4-P4,EEG,14116352,0,0.0
plm8,P4-O2,EEG,14116352,0,0.0
plm8,C4-A1,EEG,14116352,0,0.0
plm8,EMG1-EMG2,EMG,14116352,0,0.0
plm8,ECG1-ECG2,ECG,14116352,12518,0.0887
plm8,DX1-DX2,OTHER,14116352,0,0.0
plm8,SX1-SX2,OTHER,14116352,0,0.0
plm8,TORACE,THORAX,14116352,4414976,31.2756
plm8,ADDOME,ABDOMEN,14116352,2454268,17.386
plm8,POSITION,OTHER,14116352,14112977,99.9761
plm8,SAO2,OXYGEN,14116352,14116345,100.0
plm8,MIC,OTHER,14116352,0,0.0
plm8,HR,UNKNOWN,14116352,14116338,99.9999
plm8,PLETH,OXYGEN,14116352,14058847,99.5926
plm8,STAT,UNKNOWN,14116352,5526011,39.1462
plm9,FP2-F4,EEG,16097792,0,0.0
plm9,F4-C4,EEG,16097792,0,0.0
plm9,C4-P4,EEG,16097792,0,0.0
plm9,P4-O2,EEG,16097792,0,0.0
plm9,F8-T4,EEG,16097792,0,0.0
plm9,T4-T6,EEG,16097792,0,0.0
plm9,FP1-F3,EEG,16097792,0,0.0
plm9,F3-C3,EEG,16097792,0,0.0
plm9,C3-P3,EEG,16097792,0,0.0
plm9,P3-O1,EEG,16097792,0,0.0
plm9,F7-T3,EEG,16097792,0,0.0
plm9,T3-T5,EEG,16097792,0,0.0
plm9,C4-A1,EEG,16097792,0,0.0
plm9,ROC-LOC,EOG,16097792,0,0.0
plm9,EMG1-EMG2,EMG,16097792,0,0.0
plm9,ECG1-ECG2,ECG,16097792,1,0.0
plm9,DX1-DX2,OTHER,16097792,93,0.0006
plm9,SX1-SX2,OTHER,16097792,0,0.0
plm9,SAO2,OXYGEN,16097792,16097786,100.0
plm9,HR,UNKNOWN,16097792,16097784,100.0
plm9,PLETH,OXYGEN,16097792,16041713,99.6516
plm9,STAT,UNKNOWN,16097792,4638054,28.8117
rbd1,ROC-LOC,EOG,15498752,0,0.0
rbd1,FP2-F4,EEG,15498752,48,0.0003
